child_method_id,child_title,child_stage,parent_method_id,parent_title,parent_stage,family_name,relationship,confidence,evidence
m25834,Anniversary Delight Royal,10,m25473,Anniversary Delight Major,8,Anniversary,extension,high,"Preserved front work (81%), valid lead progression (32->40), matching Delight"
m28016,Anniversary Caters,9,m26857,Anniversary Alliance Major,8,Anniversary,name_only,high,Different classifications (Alliance vs Principle)
m25834,Anniversary Delight Royal,10,m26857,Anniversary Alliance Major,8,Anniversary,name_only,high,Different classifications (Alliance vs Delight)
m25834,Anniversary Delight Royal,10,m28016,Anniversary Caters,9,Anniversary,name_only,high,Different classifications (Principle vs Delight)
m21375,Anstey Surprise Royal,10,m12327,Anstey Bob Triples,7,Anstey,name_only,high,Different classifications (Bob vs Surprise)
m19030,Antimony Surprise Major,8,m24217,Antimony Delight Minor,6,Antimony,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m28936,Aonach Beag Surprise Royal,10,m40590,Aonach Beag Minimus,4,Aonach Beag,name_only,high,Different classifications (Hybrid vs Surprise)
m22002,Aonach Eagach Surprise Royal,10,m24157,Aonach Eagach Delight Minor,6,Aonach Eagach,variant,low,Weak notation alignment (33% front work); likely independent construction
m28960,Aonach Mòr Delight Royal,10,m40322,Aonach Mòr Minimus,4,Aonach Mòr,name_only,high,Different classifications (Hybrid vs Delight)
m18172,Apethorpe Surprise Major,8,m10835,Apethorpe Bob Doubles,5,Apethorpe,name_only,high,Different classifications (Bob vs Surprise)
m13875,Appleton Bob Caters,9,m12885,Appleton Bob Major,8,Appleton,name_only,high,Dissimilar notation (0% front work) despite shared name
m22018,Appleton Surprise Royal,10,m12885,Appleton Bob Major,8,Appleton,name_only,high,Different classifications (Bob vs Surprise)
m22018,Appleton Surprise Royal,10,m13875,Appleton Bob Caters,9,Appleton,name_only,high,Different classifications (Bob vs Surprise)
m34118,Appletree Surprise Royal,10,m10946,Appletree Bob Doubles,5,Appletree,name_only,high,Different classifications (Bob vs Surprise)
m17043,April Surprise Major,8,m26118,April Treble Bob Minor,6,April,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m25352,April Delight Major,8,m26118,April Treble Bob Minor,6,April,variant,medium,Cross-class structural variant (Treble Bob->Delight) with 54% front work alignment
m22997,Apsley Surprise Maximus,12,m19520,Apsley Surprise Major,8,Apsley,extension,high,"Preserved front work (72%), valid lead progression (32->48), matching Surprise"
m22997,Apsley Surprise Maximus,12,m24600,Apsley Delight Major,8,Apsley,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m20143,Aquamarine Surprise Major,8,m23708,Aquamarine Delight Minor,6,Aquamarine,variant,medium,Cross-class structural variant (Delight->Surprise) with 54% front work alignment
m19643,Aquarius Surprise Major,8,m12377,Aquarius Bob Triples,7,Aquarius,name_only,high,Different classifications (Bob vs Surprise)
m44198,Ardbeg Surprise Major,8,m27330,Ardbeg Treble Place Minor,6,Ardbeg,name_only,high,Different classifications (Treble Place vs Surprise)
m12695,Ardington Bob Major,8,m15574,Ardington Surprise Minor,6,Ardington,name_only,high,Different classifications (Surprise vs Bob)
m13950,Ardington Bob Royal,10,m15574,Ardington Surprise Minor,6,Ardington,name_only,high,Different classifications (Surprise vs Bob)
m13950,Ardington Bob Royal,10,m12695,Ardington Bob Major,8,Ardington,extension,high,"Preserved front work (75%), valid lead progression (16->20), matching Bob"
m19381,Argentum Surprise Major,8,m24169,Argentum Delight Minor,6,Argentum,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m20281,Argon Surprise Major,8,m23960,Argon Delight Minor,6,Argon,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m27713,Ariel Little Treble Place Sixteen,16,m22931,Ariel Surprise Maximus,12,Ariel,name_only,high,Different classifications (Surprise vs Treble Place)
m29121,Arksey Surprise Major,8,m23847,Arksey Delight Minor,6,Arksey,variant,low,Weak notation alignment (29% front work); likely independent construction
m12457,Arlington Bob Major,8,m14940,Arlington Surprise Minor,6,Arlington,name_only,high,Different classifications (Surprise vs Bob)
m12457,Arlington Bob Major,8,m23389,Arlington Delight Minor,6,Arlington,name_only,high,Different classifications (Delight vs Bob)
m25249,Armistice Delight Major,8,m34680,Armistice Treble Place Minor,6,Armistice,name_only,high,Different classifications (Treble Place vs Delight)
m33387,Armistice Surprise Major,8,m34680,Armistice Treble Place Minor,6,Armistice,name_only,high,Different classifications (Treble Place vs Surprise)
m43502,Armistice Alliance Major,8,m34680,Armistice Treble Place Minor,6,Armistice,name_only,high,Different classifications (Treble Place vs Alliance)
m58417,Armistice Day Treble Place Minimus,4,m53140,Armistice Day Singles,3,Armistice Day,name_only,high,Different classifications (Principle vs Treble Place)
m24147,Armistice Day Delight Minor,6,m53140,Armistice Day Singles,3,Armistice Day,name_only,high,Different classifications (Principle vs Delight)
m24147,Armistice Day Delight Minor,6,m58417,Armistice Day Treble Place Minimus,4,Armistice Day,name_only,high,Different classifications (Treble Place vs Delight)
m21426,Armitage Surprise Royal,10,m11129,Armitage Bob Minor,6,Armitage,name_only,high,Different classifications (Bob vs Surprise)
m12905,Armitage-Is-the-Name Bob Major,8,m11385,Armitage-Is-the-Name Bob Minor,6,Armitage-Is-the-Name,extension,high,"Preserved front work (67%), valid lead progression (12->16), matching Bob"
m33996,Armston Alliance Royal,10,m10542,Armston Place Doubles,5,Armston,name_only,high,Different classifications (Place vs Alliance)
m17030,Arnesby Surprise Major,8,m10834,Arnesby Bob Doubles,5,Arnesby,name_only,high,Different classifications (Bob vs Surprise)
m25821,Arran Delight Royal,10,m15022,Arran Surprise Minor,6,Arran,variant,medium,Cross-class structural variant (Surprise->Delight) with 50% front work alignment
m20303,Arsenic Surprise Major,8,m23872,Arsenic Delight Minor,6,Arsenic,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m26137,Arthingworth Treble Bob Minor,6,m10937,Arthingworth Bob Doubles,5,Arthingworth,name_only,high,Different classifications (Bob vs Treble Bob)
m27313,Arthingworth Treble Place Minor,6,m10937,Arthingworth Bob Doubles,5,Arthingworth,name_only,high,Different classifications (Bob vs Treble Place)
m16719,Arthingworth Surprise Major,8,m10937,Arthingworth Bob Doubles,5,Arthingworth,name_only,high,Different classifications (Bob vs Surprise)
m16719,Arthingworth Surprise Major,8,m26137,Arthingworth Treble Bob Minor,6,Arthingworth,name_only,high,Dissimilar notation (12% front work) despite shared name
m16719,Arthingworth Surprise Major,8,m27313,Arthingworth Treble Place Minor,6,Arthingworth,name_only,high,Different classifications (Treble Place vs Surprise)
m17982,Arthur Surprise Major,8,m11690,Arthur Bob Minor,6,Arthur,name_only,high,Different classifications (Bob vs Surprise)
m17982,Arthur Surprise Major,8,m28786,Arthur Treble Bob Minor,6,Arthur,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m19646,Ascension Surprise Major,8,m27660,Ascension Treble Place Minor,6,Ascension,name_only,high,Different classifications (Treble Place vs Surprise)
m24715,Ascension Delight Major,8,m27660,Ascension Treble Place Minor,6,Ascension,name_only,high,Different classifications (Treble Place vs Delight)
m17659,Ascension Day Surprise Major,8,m25939,Ascension Day Treble Bob Minor,6,Ascension Day,variant,medium,Cross-class structural variant (Treble Bob->Surprise) with 50% front work alignment
m24494,Ash Delight Major,8,m15556,Ash Surprise Minor,6,Ash,variant,low,Weak notation alignment (25% front work); likely independent construction
m13838,Ashbourne College Bob Caters,9,m12854,Ashbourne College Bob Major,8,Ashbourne College,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m13983,Ashbourne College Bob Royal,10,m12854,Ashbourne College Bob Major,8,Ashbourne College,extension,high,"Preserved front work (81%), valid lead progression (16->20), matching Bob"
m13983,Ashbourne College Bob Royal,10,m13838,Ashbourne College Bob Caters,9,Ashbourne College,variant,low,Weak notation alignment (33% front work); likely independent construction
m10709,Ashby St Ledgers Bob Doubles,5,m31907,Ashby St Ledgers Treble Place Minimus,4,Ashby St Ledgers,name_only,high,Different classifications (Treble Place vs Bob)
m54581,Ashchurch Alliance Major,8,m14764,Ashchurch Surprise Minor,6,Ashchurch,name_only,high,Different classifications (Surprise vs Alliance)
m54581,Ashchurch Alliance Major,8,m23684,Ashchurch Delight Minor,6,Ashchurch,name_only,high,Different classifications (Delight vs Alliance)
m21067,Ashdown Little Surprise Major,8,m10051,Ashdown Bob Triples,7,Ashdown,name_only,high,Different classifications (Bob vs Surprise)
m23968,Ashford Delight Minor,6,m10582,Ashford Little Bob Doubles,5,Ashford,name_only,high,Different classifications (Bob vs Delight)
m28303,Ashford Little Bob Triples,7,m10582,Ashford Little Bob Doubles,5,Ashford,extension,high,"Preserved front work (100%), valid lead progression (6->6), matching Bob"
m20918,Ashford Surprise Major,8,m10582,Ashford Little Bob Doubles,5,Ashford,name_only,high,Different classifications (Bob vs Surprise)
m13802,Ashford Little Bob Caters,9,m10582,Ashford Little Bob Doubles,5,Ashford,extension,high,"Preserved front work (100%), valid lead progression (6->6), matching Bob"
m28303,Ashford Little Bob Triples,7,m23968,Ashford Delight Minor,6,Ashford,name_only,high,Different classifications (Delight vs Bob)
m20918,Ashford Surprise Major,8,m23968,Ashford Delight Minor,6,Ashford,variant,low,Weak notation alignment (33% front work); likely independent construction
m13802,Ashford Little Bob Caters,9,m23968,Ashford Delight Minor,6,Ashford,name_only,high,Different classifications (Delight vs Bob)
m20918,Ashford Surprise Major,8,m28303,Ashford Little Bob Triples,7,Ashford,name_only,high,Different classifications (Bob vs Surprise)
m13802,Ashford Little Bob Caters,9,m28303,Ashford Little Bob Triples,7,Ashford,extension,high,"Preserved front work (100%), valid lead progression (6->6), matching Bob"
m13802,Ashford Little Bob Caters,9,m20918,Ashford Surprise Major,8,Ashford,name_only,high,Different classifications (Surprise vs Bob)
m10816,Ashley Bob Doubles,5,m31863,Ashley Treble Bob Minimus,4,Ashley,name_only,high,Different classifications (Treble Bob vs Bob)
m16201,Ashley Surprise Major,8,m31863,Ashley Treble Bob Minimus,4,Ashley,variant,medium,Cross-class structural variant (Treble Bob->Surprise) with 56% front work alignment
m37668,Ashley Delight Major,8,m31863,Ashley Treble Bob Minimus,4,Ashley,variant,medium,Cross-class structural variant (Treble Bob->Delight) with 56% front work alignment
m16201,Ashley Surprise Major,8,m10816,Ashley Bob Doubles,5,Ashley,name_only,high,Different classifications (Bob vs Surprise)
m37668,Ashley Delight Major,8,m10816,Ashley Bob Doubles,5,Ashley,name_only,high,Different classifications (Bob vs Delight)
m21783,Ashmansworth Surprise Royal,10,m17210,Ashmansworth Surprise Major,8,Ashmansworth,extension,high,"Preserved front work (69%), valid lead progression (32->40), matching Surprise"
m23078,Ashton Surprise Maximus,12,m12685,Ashton Bob Major,8,Ashton,name_only,high,Different classifications (Bob vs Surprise)
m23078,Ashton Surprise Maximus,12,m28909,Ashton Delight Major,8,Ashton,variant,medium,Cross-class structural variant (Delight->Surprise) with 59% front work alignment
m16729,Ashwell Surprise Major,8,m26500,Ashwell Alliance Minor,6,Ashwell,name_only,high,Different classifications (Alliance vs Surprise)
m28853,Aslackby Fen Alliance Major,8,m14551,Aslackby Fen Surprise Minor,6,Aslackby Fen,name_only,high,Different classifications (Surprise vs Alliance)
m30522,Aslackby Fen Delight Major,8,m14551,Aslackby Fen Surprise Minor,6,Aslackby Fen,variant,medium,Cross-class structural variant (Surprise->Delight) with 50% front work alignment
m20267,Astatine Surprise Major,8,m23452,Astatine Delight Minor,6,Astatine,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m20937,Astcote Surprise Major,8,m27861,Astcote Doubles,5,Astcote,name_only,high,Different classifications (Principle vs Surprise)
m28001,Aston Major,8,m28239,Aston Differential Bob Minor,6,Aston,name_only,high,Different classifications (Bob vs Principle)
m29213,Aston Surprise Major,8,m28239,Aston Differential Bob Minor,6,Aston,name_only,high,Different classifications (Bob vs Surprise)
m28022,Aston Royal,10,m28239,Aston Differential Bob Minor,6,Aston,name_only,high,Different classifications (Bob vs Principle)
m28037,Aston Maximus,12,m28239,Aston Differential Bob Minor,6,Aston,name_only,high,Different classifications (Bob vs Principle)
m28022,Aston Royal,10,m28001,Aston Major,8,Aston,extension,high,"Preserved front work (100%), valid lead progression (8->8), matching Principle"
m28037,Aston Maximus,12,m28001,Aston Major,8,Aston,extension,high,"Preserved front work (100%), valid lead progression (8->8), matching Principle"
m28022,Aston Royal,10,m29213,Aston Surprise Major,8,Aston,name_only,high,Different classifications (Surprise vs Principle)
m28037,Aston Maximus,12,m29213,Aston Surprise Major,8,Aston,name_only,high,Different classifications (Surprise vs Principle)
m28037,Aston Maximus,12,m28022,Aston Royal,10,Aston,extension,high,"Preserved front work (100%), valid lead progression (8->8), matching Principle"
m25766,Atlanta Delight Royal,10,m25267,Atlanta Delight Major,8,Atlanta,extension,high,"Preserved front work (69%), valid lead progression (32->40), matching Delight"
m35671,Atlas Surprise Major,8,m58615,Atlas Alliance Minimus,4,Atlas,name_only,high,Different classifications (Alliance vs Surprise)
m22400,Attenborough Surprise Royal,10,m23648,Attenborough Delight Minor,6,Attenborough,variant,medium,Cross-class structural variant (Delight->Surprise) with 54% front work alignment
m29908,Attleborough Alliance Major,8,m26545,Attleborough Alliance Minor,6,Attleborough,variant,medium,"Partial structural overlap (44% front work), altered lead progression"
m17211,Audrey Surprise Major,8,m29225,Audrey Minimus,4,Audrey,name_only,high,Different classifications (Hybrid vs Surprise)
