child_method_id,child_title,child_stage,parent_method_id,parent_title,parent_stage,family_name,relationship,confidence,evidence
m32444,20th Birthday Bob Triples,7,m60357,20th Birthday Treble Place Singles,3,20th Birthday,name_only,high,Different classifications (Treble Place vs Bob)
m46632,60th Birthday Delight Major,8,m27377,60th Birthday Treble Place Minor,6,60th Birthday,name_only,high,Different classifications (Treble Place vs Delight)
m16837,70th Birthday Surprise Major,8,m42298,70th Birthday Place Minor,6,70th Birthday,name_only,high,Different classifications (Place vs Surprise)
m24794,70th Birthday Delight Major,8,m42298,70th Birthday Place Minor,6,70th Birthday,name_only,high,Different classifications (Place vs Delight)
m52247,70th Birthday Alliance Major,8,m42298,70th Birthday Place Minor,6,70th Birthday,name_only,high,Different classifications (Place vs Alliance)
m24796,80th Birthday Delight Major,8,m35486,80th Birthday Surprise Minor,6,80th Birthday,name_only,high,Incompatible hunt count (2 vs 1)
m30400,90th Birthday Bob Triples,7,m27612,90th Birthday Treble Place Minor,6,90th Birthday,name_only,high,Different classifications (Treble Place vs Bob)
m16839,90th Birthday Surprise Major,8,m27612,90th Birthday Treble Place Minor,6,90th Birthday,name_only,high,Different classifications (Treble Place vs Surprise)
m30165,90th Birthday Delight Major,8,m27612,90th Birthday Treble Place Minor,6,90th Birthday,name_only,high,Different classifications (Treble Place vs Delight)
m16839,90th Birthday Surprise Major,8,m30400,90th Birthday Bob Triples,7,90th Birthday,name_only,high,Different classifications (Bob vs Surprise)
m30165,90th Birthday Delight Major,8,m30400,90th Birthday Bob Triples,7,90th Birthday,name_only,high,Different classifications (Bob vs Delight)
m25583,A' Chailleach Delight Royal,10,m40586,A' Chailleach Minimus,4,A' Chailleach,name_only,high,Different classifications (Hybrid vs Delight)
m14482,A' Chralaig Surprise Minor,6,m40587,A' Chralaig Minimus,4,A' Chralaig,name_only,high,Different classifications (Hybrid vs Surprise)
m10360,AC/DC Delight Major,8,m23444,AC/DC Delight Minor,6,AC/DC,extension,high,"Preserved front work (62%), valid lead progression (24->32), matching Delight"
m17237,ANZAC Surprise Major,8,m26725,ANZAC Alliance Minor,6,ANZAC,name_only,high,Different classifications (Alliance vs Surprise)
m17237,ANZAC Surprise Major,8,m29405,ANZAC Delight Minor,6,ANZAC,variant,medium,"Partial structural overlap (58% front work), altered lead progression"
m29309,Abbots Leigh Delight Major,8,m14814,Abbots Leigh Surprise Minor,6,Abbots Leigh,variant,medium,Cross-class structural variant (Surprise->Delight) with 46% front work alignment
m16829,Abbots Ripton Surprise Major,8,m11603,Abbots Ripton Bob Minor,6,Abbots Ripton,name_only,high,Different classifications (Bob vs Surprise)
m13047,Abertawe Bob Major,8,m11552,Abertawe Bob Minor,6,Abertawe,extension,high,"Preserved front work (67%), valid lead progression (12->16), matching Bob"
m22013,Abingdon Surprise Royal,10,m12674,Abingdon Bob Major,8,Abingdon,name_only,high,Different classifications (Bob vs Surprise)
m36688,Abingdon Bob Royal,10,m12674,Abingdon Bob Major,8,Abingdon,extension,high,"Preserved front work (69%), valid lead progression (16->20), matching Bob"
m18067,Abington Surprise Major,8,m10735,Abington Bob Doubles,5,Abington,name_only,high,Different classifications (Bob vs Surprise)
m19641,Abthorpe Surprise Major,8,m10939,Abthorpe Bob Doubles,5,Abthorpe,name_only,high,Different classifications (Bob vs Surprise)
m19641,Abthorpe Surprise Major,8,m27858,Abthorpe Doubles,5,Abthorpe,name_only,high,Different classifications (Principle vs Surprise)
m13816,Accrington Bob Caters,9,m16539,Accrington Surprise Major,8,Accrington,name_only,high,Different classifications (Surprise vs Bob)
m13816,Accrington Bob Caters,9,m25045,Accrington Delight Major,8,Accrington,name_only,high,Different classifications (Delight vs Bob)
m17122,Achilles Surprise Major,8,m10072,Achilles Bob Triples,7,Achilles,name_only,high,Different classifications (Bob vs Surprise)
m18936,Achurch Surprise Major,8,m10788,Achurch Bob Doubles,5,Achurch,name_only,high,Different classifications (Bob vs Surprise)
m19096,Actinium Surprise Major,8,m23712,Actinium Delight Minor,6,Actinium,variant,medium,Cross-class structural variant (Delight->Surprise) with 54% front work alignment
m16023,Acton Town Surprise Major,8,m11975,Acton Town Bob Minor,6,Acton Town,name_only,high,Different classifications (Bob vs Surprise)
m16486,Adbaston Surprise Major,8,m31942,Adbaston Alliance Minimus,4,Adbaston,name_only,high,Different classifications (Alliance vs Surprise)
m16935,Adderbury Surprise Major,8,m27582,Adderbury Treble Place Minor,6,Adderbury,name_only,high,Different classifications (Treble Place vs Surprise)
m25641,Adderbury Delight Royal,10,m27582,Adderbury Treble Place Minor,6,Adderbury,name_only,high,Different classifications (Treble Place vs Delight)
m25641,Adderbury Delight Royal,10,m16935,Adderbury Surprise Major,8,Adderbury,variant,medium,Cross-class structural variant (Surprise->Delight) with 75% front work alignment
m36676,Adlington Bob Royal,10,m19205,Adlington Surprise Major,8,Adlington,name_only,high,Different classifications (Surprise vs Bob)
m14103,Adlington Bob Cinques,11,m19205,Adlington Surprise Major,8,Adlington,name_only,high,Different classifications (Surprise vs Bob)
m14103,Adlington Bob Cinques,11,m36676,Adlington Bob Royal,10,Adlington,name_only,high,Dissimilar notation (0% front work) despite shared name
m27138,Adrastea Little Alliance Maximus,12,m17508,Adrastea Surprise Major,8,Adrastea,name_only,high,Different classifications (Surprise vs Alliance)
m18922,Air Surprise Major,8,m23704,Air Delight Minor,6,Air,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m10324,Ajax Surprise Major,8,m10062,Ajax Bob Triples,7,Ajax,name_only,high,Different classifications (Bob vs Surprise)
m24474,Alamein Delight Major,8,m15151,Alamein Surprise Minor,6,Alamein,variant,low,Weak notation alignment (29% front work); likely independent construction
m22781,Albanian Surprise Maximus,12,m21471,Albanian Surprise Royal,10,Albanian,extension,high,"Preserved front work (75%), valid lead progression (40->48), matching Surprise"
m31769,Albanian Surprise Fourteen,14,m21471,Albanian Surprise Royal,10,Albanian,extension,high,"Preserved front work (75%), valid lead progression (40->56), matching Surprise"
m31769,Albanian Surprise Fourteen,14,m22781,Albanian Surprise Maximus,12,Albanian,extension,high,"Preserved front work (79%), valid lead progression (48->56), matching Surprise"
m52679,Albany Little Treble Place Major,8,m14594,Albany Surprise Minor,6,Albany,name_only,high,Different classifications (Surprise vs Treble Place)
m12390,Albatross Bob Triples,7,m26245,Albatross Treble Bob Minor,6,Albatross,name_only,high,Different classifications (Treble Bob vs Bob)
m26385,Albion Treble Bob Major,8,m25966,Albion Treble Bob Minor,6,Albion,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m26403,Albion Little Treble Bob Major,8,m25966,Albion Treble Bob Minor,6,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26414,Albion Treble Bob Royal,10,m25966,Albion Treble Bob Minor,6,Albion,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m26417,Albion Little Treble Bob Royal,10,m25966,Albion Treble Bob Minor,6,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26423,Albion Treble Bob Maximus,12,m25966,Albion Treble Bob Minor,6,Albion,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m26427,Albion Little Treble Bob Maximus,12,m25966,Albion Treble Bob Minor,6,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26414,Albion Treble Bob Royal,10,m26385,Albion Treble Bob Major,8,Albion,extension,high,"Preserved front work (84%), valid lead progression (32->40), matching Treble Bob"
m26417,Albion Little Treble Bob Royal,10,m26385,Albion Treble Bob Major,8,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26423,Albion Treble Bob Maximus,12,m26385,Albion Treble Bob Major,8,Albion,extension,high,"Preserved front work (84%), valid lead progression (32->48), matching Treble Bob"
m26427,Albion Little Treble Bob Maximus,12,m26385,Albion Treble Bob Major,8,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26414,Albion Treble Bob Royal,10,m26403,Albion Little Treble Bob Major,8,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26417,Albion Little Treble Bob Royal,10,m26403,Albion Little Treble Bob Major,8,Albion,extension,high,"Preserved front work (100%), valid lead progression (16->16), matching Treble Bob"
m26423,Albion Treble Bob Maximus,12,m26403,Albion Little Treble Bob Major,8,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26427,Albion Little Treble Bob Maximus,12,m26403,Albion Little Treble Bob Major,8,Albion,extension,high,"Preserved front work (100%), valid lead progression (16->16), matching Treble Bob"
m26423,Albion Treble Bob Maximus,12,m26414,Albion Treble Bob Royal,10,Albion,extension,high,"Preserved front work (88%), valid lead progression (40->48), matching Treble Bob"
m26427,Albion Little Treble Bob Maximus,12,m26414,Albion Treble Bob Royal,10,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26423,Albion Treble Bob Maximus,12,m26417,Albion Little Treble Bob Royal,10,Albion,variant,low,Weak notation alignment (62% front work); likely independent construction
m26427,Albion Little Treble Bob Maximus,12,m26417,Albion Little Treble Bob Royal,10,Albion,extension,high,"Preserved front work (100%), valid lead progression (16->16), matching Treble Bob"
m29067,Albion Delight Bob Triples,7,m11122,Albion Delight Bob Minor,6,Albion Delight,name_only,high,Dissimilar notation (17% front work) despite shared name
m13867,Alburgh Bob Caters,9,m12784,Alburgh Bob Major,8,Alburgh,name_only,high,Dissimilar notation (0% front work) despite shared name
m19907,Albury Surprise Major,8,m26510,Albury Alliance Minor,6,Albury,name_only,high,Different classifications (Alliance vs Surprise)
m17831,Aldbourne Surprise Major,8,m12345,Aldbourne Bob Triples,7,Aldbourne,name_only,high,Different classifications (Bob vs Surprise)
m21899,Aldenham Surprise Royal,10,m17283,Aldenham Surprise Major,8,Aldenham,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m22874,Aldenham Surprise Maximus,12,m17283,Aldenham Surprise Major,8,Aldenham,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m21899,Aldenham Surprise Royal,10,m25394,Aldenham Delight Major,8,Aldenham,variant,medium,Cross-class structural variant (Delight->Surprise) with 47% front work alignment
m22874,Aldenham Surprise Maximus,12,m25394,Aldenham Delight Major,8,Aldenham,variant,medium,Cross-class structural variant (Delight->Surprise) with 47% front work alignment
m21899,Aldenham Surprise Royal,10,m32743,Aldenham Bob Major,8,Aldenham,name_only,high,Different classifications (Bob vs Surprise)
m22874,Aldenham Surprise Maximus,12,m32743,Aldenham Bob Major,8,Aldenham,name_only,high,Different classifications (Bob vs Surprise)
m22874,Aldenham Surprise Maximus,12,m21899,Aldenham Surprise Royal,10,Aldenham,extension,high,"Preserved front work (85%), valid lead progression (40->48), matching Surprise"
m48467,Alderbourne Delight Major,8,m23815,Alderbourne Delight Minor,6,Alderbourne,extension,high,"Preserved front work (71%), valid lead progression (24->32), matching Delight"
m48467,Alderbourne Delight Major,8,m26648,Alderbourne Alliance Minor,6,Alderbourne,name_only,high,Different classifications (Alliance vs Delight)
m16064,Alderney Surprise Major,8,m27502,Alderney Treble Place Minor,6,Alderney,name_only,high,Different classifications (Treble Place vs Surprise)
m30571,Alderney Delight Maximus,12,m27502,Alderney Treble Place Minor,6,Alderney,name_only,high,Different classifications (Treble Place vs Delight)
m30571,Alderney Delight Maximus,12,m16064,Alderney Surprise Major,8,Alderney,variant,low,Weak notation alignment (28% front work); likely independent construction
m24127,Alderton Delight Minor,6,m10986,Alderton Place Doubles,5,Alderton,name_only,high,Different classifications (Place vs Delight)
m13137,Alderton Bob Major,8,m10986,Alderton Place Doubles,5,Alderton,name_only,high,Dissimilar notation (10% front work) despite shared name
m22096,Alderton Surprise Royal,10,m10986,Alderton Place Doubles,5,Alderton,name_only,high,Different classifications (Place vs Surprise)
m24127,Alderton Delight Minor,6,m26443,Alderton Alliance Doubles,5,Alderton,name_only,high,Different classifications (Alliance vs Delight)
m13137,Alderton Bob Major,8,m26443,Alderton Alliance Doubles,5,Alderton,name_only,high,Different classifications (Alliance vs Bob)
m22096,Alderton Surprise Royal,10,m26443,Alderton Alliance Doubles,5,Alderton,name_only,high,Different classifications (Alliance vs Surprise)
m13137,Alderton Bob Major,8,m24127,Alderton Delight Minor,6,Alderton,name_only,high,Different classifications (Delight vs Bob)
m22096,Alderton Surprise Royal,10,m24127,Alderton Delight Minor,6,Alderton,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m22096,Alderton Surprise Royal,10,m13137,Alderton Bob Major,8,Alderton,name_only,high,Different classifications (Bob vs Surprise)
m17745,Aldgate Surprise Major,8,m12118,Aldgate Bob Minor,6,Aldgate,name_only,high,Different classifications (Bob vs Surprise)
m51642,Aldgate East Delight Major,8,m12002,Aldgate East Bob Minor,6,Aldgate East,name_only,high,Different classifications (Bob vs Delight)
m12418,Aldington Pleasure Bob Triples,7,m11367,Aldington Pleasure Bob Minor,6,Aldington Pleasure,name_only,high,Dissimilar notation (0% front work) despite shared name
m19433,Aldridge Surprise Major,8,m10182,Aldridge Bob Triples,7,Aldridge,name_only,high,Different classifications (Bob vs Surprise)
m10943,Aldwincle Bob Doubles,5,m48950,Aldwincle Treble Place Minimus,4,Aldwincle,name_only,high,Different classifications (Treble Place vs Bob)
m22430,Aldwincle Surprise Royal,10,m48950,Aldwincle Treble Place Minimus,4,Aldwincle,name_only,high,Different classifications (Treble Place vs Surprise)
m22430,Aldwincle Surprise Royal,10,m10943,Aldwincle Bob Doubles,5,Aldwincle,name_only,high,Different classifications (Bob vs Surprise)
m19956,Alford Surprise Major,8,m26621,Alford Alliance Minor,6,Alford,name_only,high,Different classifications (Alliance vs Surprise)
m24412,Alford Delight Major,8,m26621,Alford Alliance Minor,6,Alford,name_only,high,Different classifications (Alliance vs Delight)
m11691,Algarkirk Bob Minor,6,m28056,Algarkirk Differential Doubles,5,Algarkirk,name_only,high,Different classifications (Principle vs Bob)
m26655,Algarkirk Alliance Minor,6,m28056,Algarkirk Differential Doubles,5,Algarkirk,name_only,high,Different classifications (Principle vs Alliance)
m13324,All Cannings Bob Major,8,m26445,All Cannings Alliance Doubles,5,All Cannings,name_only,high,Different classifications (Alliance vs Bob)
m54517,All Saints Treble Place Minor,6,m10520,All Saints Place Doubles,5,All Saints,name_only,high,Different classifications (Place vs Treble Place)
m25748,All Saints Delight Royal,10,m10520,All Saints Place Doubles,5,All Saints,name_only,high,Different classifications (Place vs Delight)
m25748,All Saints Delight Royal,10,m54517,All Saints Treble Place Minor,6,All Saints,name_only,high,Different classifications (Treble Place vs Delight)
m15766,Allendale Surprise Major,8,m14319,Allendale Surprise Minor,6,Allendale,extension,high,"Preserved front work (67%), valid lead progression (24->32), matching Surprise"
m24509,Allendale Delight Major,8,m14319,Allendale Surprise Minor,6,Allendale,variant,medium,Cross-class structural variant (Surprise->Delight) with 46% front work alignment
m57102,Allendale Alliance Major,8,m14319,Allendale Surprise Minor,6,Allendale,name_only,high,Different classifications (Surprise vs Alliance)
m28981,Allendale Surprise Royal,10,m14319,Allendale Surprise Minor,6,Allendale,extension,high,"Preserved front work (67%), valid lead progression (24->40), matching Surprise"
m28981,Allendale Surprise Royal,10,m15766,Allendale Surprise Major,8,Allendale,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m28981,Allendale Surprise Royal,10,m24509,Allendale Delight Major,8,Allendale,variant,low,Weak notation alignment (25% front work); likely independent construction
m28981,Allendale Surprise Royal,10,m57102,Allendale Alliance Major,8,Allendale,name_only,high,Different classifications (Alliance vs Surprise)
m12437,Allerton Bob Major,8,m11093,Allerton Bob Minor,6,Allerton,extension,medium,Consistent lead structure (12->16) and front work (58%)
m17191,Allesley Surprise Major,8,m26582,Allesley Alliance Minor,6,Allesley,name_only,high,Different classifications (Alliance vs Surprise)
m21839,Allexton Surprise Royal,10,m31948,Allexton Alliance Minimus,4,Allexton,name_only,high,Different classifications (Alliance vs Surprise)
m21839,Allexton Surprise Royal,10,m54915,Allexton Treble Place Minimus,4,Allexton,name_only,high,Different classifications (Treble Place vs Surprise)
m21277,Alloa Surprise Royal,10,m16840,Alloa Surprise Major,8,Alloa,extension,high,"Preserved front work (78%), valid lead progression (32->40), matching Surprise"
m36723,Almondbury Delight Major,8,m26174,Almondbury Treble Bob Minor,6,Almondbury,variant,medium,Cross-class structural variant (Treble Bob->Delight) with 58% front work alignment
m19667,Alnwick Surprise Major,8,m15109,Alnwick Surprise Minor,6,Alnwick,extension,medium,Consistent lead structure (24->32) and front work (54%)
m17833,Alperton Surprise Major,8,m12024,Alperton Bob Minor,6,Alperton,name_only,high,Different classifications (Bob vs Surprise)
m36892,Alperton Alliance Major,8,m12024,Alperton Bob Minor,6,Alperton,name_only,high,Different classifications (Bob vs Alliance)
m17833,Alperton Surprise Major,8,m26518,Alperton Alliance Minor,6,Alperton,name_only,high,Different classifications (Alliance vs Surprise)
m36892,Alperton Alliance Major,8,m26518,Alperton Alliance Minor,6,Alperton,extension,high,"Preserved front work (94%), valid lead progression (16->24), matching Alliance"
m29840,Alpha Bob Caters,9,m35150,Alpha Alliance Major,8,Alpha,name_only,high,Different classifications (Alliance vs Bob)
m31556,Alphabet Ring Delight Major,8,m29930,Alphabet Ring Surprise Minor,6,Alphabet Ring,variant,medium,Cross-class structural variant (Surprise->Delight) with 58% front work alignment
m29556,Alrewas Delight Major,8,m10180,Alrewas Bob Triples,7,Alrewas,name_only,high,Different classifications (Bob vs Delight)
m15758,Alton Surprise Major,8,m11728,Alton Bob Minor,6,Alton,name_only,high,Different classifications (Bob vs Surprise)
m12382,Aluminium Bob Triples,7,m23542,Aluminium Delight Minor,6,Aluminium,name_only,high,Different classifications (Delight vs Bob)
m16437,Aluminium Surprise Major,8,m23542,Aluminium Delight Minor,6,Aluminium,variant,medium,Cross-class structural variant (Delight->Surprise) with 58% front work alignment
m16437,Aluminium Surprise Major,8,m12382,Aluminium Bob Triples,7,Aluminium,name_only,high,Different classifications (Bob vs Surprise)
m16372,Aluminum Surprise Major,8,m23660,Aluminum Delight Minor,6,Aluminum,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m16800,Alwalton Surprise Major,8,m10843,Alwalton Bob Doubles,5,Alwalton,name_only,high,Different classifications (Bob vs Surprise)
m25643,Am Bodach Delight Royal,10,m40588,Am Bodach Minimus,4,Am Bodach,name_only,high,Different classifications (Hybrid vs Delight)
m27139,Amalthea Little Alliance Maximus,12,m20879,Amalthea Surprise Major,8,Amalthea,name_only,high,Different classifications (Surprise vs Alliance)
m26425,Amazon Little Treble Bob Maximus,12,m25658,Amazon Delight Royal,10,Amazon,variant,low,Weak notation alignment (75% front work); likely independent construction
m29452,Amazon Little Alliance Maximus,12,m25658,Amazon Delight Royal,10,Amazon,name_only,high,Different classifications (Delight vs Alliance)
m18775,Amber Surprise Major,8,m24029,Amber Delight Minor,6,Amber,variant,low,Weak notation alignment (25% front work); likely independent construction
m46802,Amber Differential Little Bob Maximus,12,m24029,Amber Delight Minor,6,Amber,name_only,high,Different classifications (Delight vs Bob)
m46802,Amber Differential Little Bob Maximus,12,m18775,Amber Surprise Major,8,Amber,name_only,high,Different classifications (Surprise vs Bob)
m16397,Amber Valley Surprise Major,8,m30046,Amber Valley Delight Minor,6,Amber Valley,variant,low,Weak notation alignment (33% front work); likely independent construction
m12668,Amberley Bob Major,8,m28072,Amberley Differential Doubles,5,Amberley,name_only,high,Different classifications (Principle vs Bob)
m18978,Amberley Surprise Major,8,m28072,Amberley Differential Doubles,5,Amberley,name_only,high,Different classifications (Principle vs Surprise)
m29886,Ambridge Alliance Royal,10,m16485,Ambridge Surprise Major,8,Ambridge,name_only,high,Different classifications (Surprise vs Alliance)
m10302,American Horse Bob Cinques,11,m10286,American Horse Bob Caters,9,American Horse,extension,high,"Preserved front work (89%), valid lead progression (18->22), matching Bob"
m18959,Americium Surprise Major,8,m23864,Americium Delight Minor,6,Americium,variant,low,Weak notation alignment (29% front work); likely independent construction
m12081,Amersham Bob Minor,6,m26465,Amersham Alliance Doubles,5,Amersham,name_only,high,Different classifications (Alliance vs Bob)
m26550,Amersham Alliance Minor,6,m26465,Amersham Alliance Doubles,5,Amersham,variant,low,Weak notation alignment (50% front work); likely independent construction
m20363,Amersham Surprise Major,8,m26465,Amersham Alliance Doubles,5,Amersham,name_only,high,Different classifications (Alliance vs Surprise)
m25476,Amersham Delight Major,8,m26465,Amersham Alliance Doubles,5,Amersham,name_only,high,Different classifications (Alliance vs Delight)
m23110,Amersham Surprise Maximus,12,m26465,Amersham Alliance Doubles,5,Amersham,name_only,high,Different classifications (Alliance vs Surprise)
m20363,Amersham Surprise Major,8,m12081,Amersham Bob Minor,6,Amersham,name_only,high,Different classifications (Bob vs Surprise)
m25476,Amersham Delight Major,8,m12081,Amersham Bob Minor,6,Amersham,name_only,high,Different classifications (Bob vs Delight)
m23110,Amersham Surprise Maximus,12,m12081,Amersham Bob Minor,6,Amersham,name_only,high,Different classifications (Bob vs Surprise)
m20363,Amersham Surprise Major,8,m26550,Amersham Alliance Minor,6,Amersham,name_only,high,Different classifications (Alliance vs Surprise)
m25476,Amersham Delight Major,8,m26550,Amersham Alliance Minor,6,Amersham,name_only,high,Different classifications (Alliance vs Delight)
m23110,Amersham Surprise Maximus,12,m26550,Amersham Alliance Minor,6,Amersham,name_only,high,Different classifications (Alliance vs Surprise)
m23110,Amersham Surprise Maximus,12,m20363,Amersham Surprise Major,8,Amersham,extension,medium,Consistent lead structure (32->48) and front work (53%)
m23110,Amersham Surprise Maximus,12,m25476,Amersham Delight Major,8,Amersham,variant,medium,"Partial structural overlap (41% front work), altered lead progression"
m17828,Amesbury Surprise Major,8,m26603,Amesbury Alliance Minor,6,Amesbury,name_only,high,Different classifications (Alliance vs Surprise)
m12407,Amethyst Bob Triples,7,m23707,Amethyst Delight Minor,6,Amethyst,name_only,high,Different classifications (Delight vs Bob)
m18291,Amethyst Surprise Major,8,m23707,Amethyst Delight Minor,6,Amethyst,variant,medium,Cross-class structural variant (Delight->Surprise) with 46% front work alignment
m18291,Amethyst Surprise Major,8,m12407,Amethyst Bob Triples,7,Amethyst,name_only,high,Different classifications (Bob vs Surprise)
m14197,Amport Bob Cinques,11,m14412,Amport Surprise Minor,6,Amport,name_only,high,Different classifications (Surprise vs Bob)
m14197,Amport Bob Cinques,11,m26576,Amport Alliance Minor,6,Amport,name_only,high,Different classifications (Alliance vs Bob)
m24121,An Caisteal Delight Minor,6,m40589,An Caisteal Minimus,4,An Caisteal,name_only,high,Different classifications (Hybrid vs Delight)
m30473,An Teallach Delight Royal,10,m14333,An Teallach Surprise Minor,6,An Teallach,variant,medium,Cross-class structural variant (Surprise->Delight) with 46% front work alignment
m30473,An Teallach Delight Royal,10,m26233,An Teallach Treble Bob Minor,6,An Teallach,variant,medium,"Partial structural overlap (42% front work), altered lead progression"
m62005,Anderton Boat Lift Bob Royal,10,m61697,Anderton Boat Lift Bob Major,8,Anderton Boat Lift,extension,high,"Preserved front work (88%), valid lead progression (16->20), matching Bob"
m18560,Andover Surprise Major,8,m11748,Andover Bob Minor,6,Andover,name_only,high,Different classifications (Bob vs Surprise)
m18560,Andover Surprise Major,8,m26604,Andover Alliance Minor,6,Andover,name_only,high,Different classifications (Alliance vs Surprise)
m18000,Andros Surprise Major,8,m10049,Andros Bob Triples,7,Andros,name_only,high,Different classifications (Bob vs Surprise)
m20109,Angel Surprise Major,8,m28217,Angel Differential Bob Minor,6,Angel,name_only,high,Different classifications (Bob vs Surprise)
m25895,Angel Delight Maximus,12,m28217,Angel Differential Bob Minor,6,Angel,name_only,high,Different classifications (Bob vs Delight)
m25895,Angel Delight Maximus,12,m20109,Angel Surprise Major,8,Angel,variant,low,Weak notation alignment (31% front work); likely independent construction
m26246,Anglesey Treble Bob Minor,6,m10570,Anglesey Place Doubles,5,Anglesey,name_only,high,Different classifications (Place vs Treble Bob)
m18815,Anglesey Surprise Major,8,m10570,Anglesey Place Doubles,5,Anglesey,name_only,high,Different classifications (Place vs Surprise)
m18815,Anglesey Surprise Major,8,m26246,Anglesey Treble Bob Minor,6,Anglesey,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m27075,Anglia Alliance Maximus,12,m21935,Anglia Surprise Royal,10,Anglia,name_only,high,Different classifications (Surprise vs Alliance)
m36742,Anglia Surprise Maximus,12,m21935,Anglia Surprise Royal,10,Anglia,extension,high,"Preserved front work (78%), valid lead progression (40->48), matching Surprise"
m10053,Angmering Bob Triples,7,m26716,Angmering Alliance Minor,6,Angmering,name_only,high,Different classifications (Alliance vs Bob)
m32528,Annable's Chelsea Bob Triples,7,m12230,Annable's Chelsea Bob Minor,6,Annable's Chelsea,extension,high,"Preserved front work (83%), valid lead progression (12->14), matching Bob"
m29068,Annable's Diamond Bob Triples,7,m12231,Annable's Diamond Bob Minor,6,Annable's Diamond,extension,high,"Preserved front work (50%), valid lead progression (12->14), matching Bob"
m29071,Annable's Hampton Bob Triples,7,m28731,Annable's Hampton Bob Minor,6,Annable's Hampton,extension,high,"Preserved front work (50%), valid lead progression (12->14), matching Bob"
m15750,Annable's London Surprise Major,8,m14314,Annable's London Surprise Minor,6,Annable's London,extension,high,"Preserved front work (71%), valid lead progression (24->32), matching Surprise"
m21054,Annable's London Little Surprise Major,8,m14314,Annable's London Surprise Minor,6,Annable's London,extension,high,"Preserved front work (100%), valid lead progression (24->24), matching Surprise"
m30484,Annable's Richmond Bob Triples,7,m28856,Annable's Richmond Bob Minor,6,Annable's Richmond,extension,high,"Preserved front work (58%), valid lead progression (12->14), matching Bob"
m36220,Annapurna Surprise Royal,10,m27609,Annapurna Treble Place Minor,6,Annapurna,name_only,high,Different classifications (Treble Place vs Surprise)
m30010,Annapurna Alliance Maximus,12,m27609,Annapurna Treble Place Minor,6,Annapurna,name_only,high,Different classifications (Treble Place vs Alliance)
m30010,Annapurna Alliance Maximus,12,m36220,Annapurna Surprise Royal,10,Annapurna,name_only,high,Different classifications (Surprise vs Alliance)
m35779,Anniversary Bob Minor,6,m50223,Anniversary Treble Place Minimus,4,Anniversary,name_only,high,Different classifications (Treble Place vs Bob)
m18974,Anniversary Surprise Major,8,m50223,Anniversary Treble Place Minimus,4,Anniversary,name_only,high,Different classifications (Treble Place vs Surprise)
m25473,Anniversary Delight Major,8,m50223,Anniversary Treble Place Minimus,4,Anniversary,name_only,high,Different classifications (Treble Place vs Delight)
m26857,Anniversary Alliance Major,8,m50223,Anniversary Treble Place Minimus,4,Anniversary,name_only,high,Different classifications (Treble Place vs Alliance)
m28016,Anniversary Caters,9,m50223,Anniversary Treble Place Minimus,4,Anniversary,name_only,high,Different classifications (Treble Place vs Principle)
m25834,Anniversary Delight Royal,10,m50223,Anniversary Treble Place Minimus,4,Anniversary,name_only,high,Different classifications (Treble Place vs Delight)
m18974,Anniversary Surprise Major,8,m35779,Anniversary Bob Minor,6,Anniversary,name_only,high,Different classifications (Bob vs Surprise)
m25473,Anniversary Delight Major,8,m35779,Anniversary Bob Minor,6,Anniversary,name_only,high,Different classifications (Bob vs Delight)
m26857,Anniversary Alliance Major,8,m35779,Anniversary Bob Minor,6,Anniversary,name_only,high,Different classifications (Bob vs Alliance)
m28016,Anniversary Caters,9,m35779,Anniversary Bob Minor,6,Anniversary,name_only,high,Different classifications (Bob vs Principle)
m25834,Anniversary Delight Royal,10,m35779,Anniversary Bob Minor,6,Anniversary,name_only,high,Different classifications (Bob vs Delight)
m28016,Anniversary Caters,9,m18974,Anniversary Surprise Major,8,Anniversary,name_only,high,Different classifications (Surprise vs Principle)
m25834,Anniversary Delight Royal,10,m18974,Anniversary Surprise Major,8,Anniversary,variant,medium,Cross-class structural variant (Surprise->Delight) with 56% front work alignment
m28016,Anniversary Caters,9,m25473,Anniversary Delight Major,8,Anniversary,name_only,high,Different classifications (Delight vs Principle)
