domain,raw_term,canonical_term,category,evidence_count,source_examples,notes
dedication,S Vincent,Saint Vincent,abbreviation_expansion,7,Dove: Caythorpe; Dove: Littlebourne,S -> Saint
dedication,SS Peter & Paul,Saints Peter and Paul,abbreviation_expansion,7,Towers: Dymchurch; MP: Chacombe,SS -> Saints
dedication,St Anne,Saint Anne,abbreviation_expansion,7,Dove: TowerID 13059; Dove: TowerID 10322,St -> Saint
dedication,St Dunstan,Saint Dunstan,abbreviation_expansion,7,MP: Canterbury; MP: Cranford,St -> Saint
dedication,St Margaret of Antioch,Saint Margaret of Antioch,abbreviation_expansion,7,MP: Barley; MP: Hemingford Abbots,St -> Saint
dedication,St Michael & All Angels,Saint Michael and All Angels,abbreviation_expansion,7,MP: Shap; MP: Hughenden,St -> Saint
dedication,former ch of S Andrew,former Church of Saint Andrew,abbreviation_expansion,7,Dove: Bradfield; Dove: Norton,Qualifier expanded: \bCh\b -> Church; S -> Saint
dedication,Cath Ch of All Saints,Cathedral Church of All Saints,abbreviation_expansion,6,Dove: Bathurst; Dove: Derby,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of
dedication,Cath Ch of Christ,Cathedral Church of Christ,abbreviation_expansion,6,Dove: Liverpool; Dove: Oxford,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of
dedication,Cath Ch of Christ & BVM,Cathedral Church of Christ and the Blessed Virgin Mary,abbreviation_expansion,6,Dove: Chester; Dove: Rochester,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of; Qualifier expanded: \bBVM\b -> the Blessed Virgin Mary
dedication,Cath Ch of Holy & Undivided Trinity,Cathedral Church of Holy and Undivided Trinity,abbreviation_expansion,6,Dove: Bristol; Dove: Carlisle,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of
dedication,Cath Ch of Holy Trinity,Cathedral Church of Holy Trinity,abbreviation_expansion,6,Dove: Chichester; Dove: Quebec City,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of
dedication,Cath Ch of S George,Cathedral Church of Saint George,abbreviation_expansion,6,Dove: Cape Town; Dove: Kingstown,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of; S -> Saint
dedication,Cath Ch of S Peter & S Paul,Cathedral Church of Saint Peter and Saint Paul,abbreviation_expansion,6,Dove: Llandaff; Dove: Sheffield,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of; S -> Saint
dedication,Chapel of S Mary,Chapel of Saint Mary,abbreviation_expansion,6,Dove: Winchester; Towers: Cokethorpe,S -> Saint
dedication,Epiphany,Epiphany,verbatim,6,Towers: Austwick; Towers: Corby,Standard dedication
dedication,Holy Sepulchre,Holy Sepulchre,verbatim,6,Dove: Northampton; Towers: Ashington,Standard dedication
dedication,S Ambrose,Saint Ambrose,abbreviation_expansion,6,Dove: Whitehall; Towers: Bournemouth,S -> Saint
dedication,S Cynllo,Saint Cynllo,abbreviation_expansion,6,Dove: Llanbister; Dove: Llangunllo,S -> Saint
dedication,S Cyprian,Saint Cyprian,abbreviation_expansion,6,Towers: Burscough Bridge; Towers: Edge Hill,S -> Saint
dedication,S Denis,Saint Denis,abbreviation_expansion,6,Dove: North Tamerton; Dove: Otterham,S -> Saint
dedication,S Edward K&M,Saint Edward King and Martyr,abbreviation_expansion,6,Dove: Cambridge; Dove: Castle Donington,Qualifier expanded: \bK&M\b -> King and Martyr; S -> Saint
dedication,S German,Saint German,abbreviation_expansion,6,Dove: Germansweek; Dove: Ranby,S -> Saint
dedication,S Hybald,Saint Hybald,abbreviation_expansion,6,Dove: Ashby de la Launde; Dove: Hibaldstow,S -> Saint
dedication,S Sampson,Saint Sampson,abbreviation_expansion,6,Dove: Cricklade; Dove: Golant,S -> Saint
dedication,S Thomas M,Saint Thomas M,abbreviation_expansion,6,Dove: Bristol; Dove: Oxford,S -> Saint
dedication,Sacred Heart,Sacred Heart,verbatim,6,Dove: Blackpool; Dove: Bournemouth,Standard dedication
dedication,Sacred Trinity,Sacred Trinity,verbatim,6,Dove: Salford; Towers: Salford,Standard dedication
dedication,St Gregory,Saint Gregory,abbreviation_expansion,6,MP: Weare; MP: Castlemorton,St -> Saint
dedication,The Campanile,The Campanile,verbatim,6,Dove: Abbots Bromley; Dove: Overton,Standard dedication
dedication,Abbey Ch of S Mary V,Abbey Church of Saint Mary the Virgin,abbreviation_expansion,5,Dove: Sherborne; Dove: Tewkesbury,Prefix expanded: ^Abbey Ch of\b -> Abbey Church of; Qualifier expanded: \bS Mary V\b -> Saint Mary the Virgin
dedication,All Saints',All Saints',verbatim,5,MP: Staplehurst; MP: Maidstone,Standard dedication
dedication,Cape Town,Cape Town,verbatim,5,Dove: TowerID 13736; Dove: TowerID 12079,Standard dedication
dedication,Christ Church Cathedral,Christ Church Cathedral,verbatim,5,Dove: Dublin; Dove: Waterford,Standard dedication
dedication,Church of the Good Shepherd,Church of the Good Shepherd,verbatim,5,Towers: Five Ashes; Towers: Hewish,Standard dedication
dedication,Civic Centre,Civic Centre,verbatim,5,Dove: Rockingham; Towers: Newcastle upon Tyne,Standard dedication
dedication,Elizabeth College,Elizabeth College,verbatim,5,Dove: St Peter Port; Towers: St Peter Port,Standard dedication
dedication,Holy Name,Holy Name,verbatim,5,Dove: Boyton; Dove: Pune,Standard dedication
dedication,Holy Nativity,Holy Nativity,verbatim,5,Dove: Knowle; Towers: Eastfield,Standard dedication
dedication,Immaculate Conception,Immaculate Conception,verbatim,5,Dove: Sandhurst; Dove: Wexford,Standard dedication
dedication,Immanuel,Immanuel,verbatim,5,Dove: Oswaldtwistle; Towers: Feniscowles,Standard dedication
dedication,King Charles the Martyr,King Charles the Martyr,verbatim,5,Towers: Falmouth; Towers: Newtown,Standard dedication
dedication,Priory Ch of S Mary,Priory Church of Saint Mary,abbreviation_expansion,5,Dove: Bridlington; Dove: Lancaster,Prefix expanded: ^Priory Ch of\b -> Priory Church of; S -> Saint
dedication,S Blaise,Saint Blaise,abbreviation_expansion,5,Dove: Milton; Dove: St Blazey,S -> Saint
dedication,S Catharine,Saint Catherine,abbreviation_expansion,5,Dove: Baglan; Dove: Houghton on the Hill,S -> Saint; Spelling standardized: Catharine -> Catherine
dedication,S Cecilia,Saint Cecilia,abbreviation_expansion,5,Dove: Little Hadham; Towers: Adstock,S -> Saint
dedication,S Constantine,Saint Constantine,abbreviation_expansion,5,Dove: Constantine; Dove: Milton Abbot,S -> Saint
dedication,S Eadburgha,Saint Eadburgha,abbreviation_expansion,5,Dove: Broadway; Dove: Ebrington,S -> Saint
dedication,S George the Martyr,Saint George the Martyr,abbreviation_expansion,5,Towers: Daubhill; Towers: Holborn,S -> Saint
dedication,S Gregory Gt,Saint Gregory Gt,abbreviation_expansion,5,Dove: Harpford; Dove: Welford,S -> Saint
dedication,S James Greater,Saint James Greater,abbreviation_expansion,5,Dove: Oaks in Charnwood; Dove: Tytherington,S -> Saint
dedication,S John of Jerusalem,Saint John of Jerusalem,abbreviation_expansion,5,Dove: South Hackney; Towers: Bolstone,S -> Saint
dedication,S Martin in the Fields,Saint Martin in the Fields,abbreviation_expansion,5,Dove: Philadelphia; Dove: Westminster,S -> Saint
dedication,S Mary & S Martin,Saint Mary and Saint Martin,abbreviation_expansion,5,Dove: Blyth; Dove: Chudleigh,S -> Saint
dedication,S Milburga,Saint Milburga,abbreviation_expansion,5,Dove: Beckbury; Dove: Stoke St Milborough,S -> Saint
dedication,S Osmund,Saint Osmund,abbreviation_expansion,5,Dove: Melbury Osmond; Towers: Derby,S -> Saint
dedication,S Paulinus,Saint Paulinus,abbreviation_expansion,5,Dove: Crayford; Dove: Llangors,S -> Saint
dedication,S Piran,Saint Piran,abbreviation_expansion,5,Dove: Perranarworthal; Dove: Perranzabuloe,S -> Saint
dedication,S Silas,Saint Silas,abbreviation_expansion,5,Dove: Blackburn; Towers: Blackburn,S -> Saint
dedication,St Barnabas,Saint Barnabas,abbreviation_expansion,5,MP: Peasemore; MP: Swanmore,St -> Saint
dedication,St Benedict,Saint Benedict,abbreviation_expansion,5,MP: Candlesby; MP: West Hunsbury,St -> Saint
dedication,St Edmund King and Martyr,Saint Edmund King and Martyr,abbreviation_expansion,5,MP: Stoulton; MP: Tendring,St -> Saint
dedication,St Faith,Saint Faith,abbreviation_expansion,5,MP: Kilsby; MP: Berrow,St -> Saint
dedication,St John Bapt,Saint John the Baptist,abbreviation_expansion,5,MP: Newcastle Upon Tyne; MP: Newcastle Upon Tyne,Qualifier expanded: \bSt John Bapt\b -> Saint John the Baptist
dedication,St Sepulchre,Saint Sepulchre,abbreviation_expansion,5,MP: City of London; MP: London,St -> Saint
dedication,St Thomas of Canterbury,Saint Thomas Becket,alias,5,MP: Pylle; MP: Tangley,Qualifier expanded: \bSt Thomas of Canterbury\b -> Saint Thomas Becket
dedication,The Vicarage,The Vicarage,verbatim,5,MP: Great Longstone; MP: Surfleet,Standard dedication
dedication,Woodlands,Woodlands,verbatim,5,Dove: Keele; Towers: Keele,Standard dedication
dedication,Woodstock,Woodstock,verbatim,5,Dove: TowerID 11202; Towers: TowerID 11202,Standard dedication
dedication,'t Klockhuys,'t Klockhuys,verbatim,4,Dove: Dordrecht; Towers: Dordrecht,Standard dedication
dedication,106 Beaumont Road,106 Beaumont Road,verbatim,4,MP: Barrow-on-Soar; MP: Barrow upon Soar,Standard dedication
dedication,Abbey Ch of S Andrew,Abbey Church of Saint Andrew,abbreviation_expansion,4,Dove: Hexham; Dove: Sempringham,Prefix expanded: ^Abbey Ch of\b -> Abbey Church of; S -> Saint
dedication,Abbey Ch of S Peter & S Paul,Abbey Church of Saint Peter and Saint Paul,abbreviation_expansion,4,Dove: Bath; Dove: Dorchester,Prefix expanded: ^Abbey Ch of\b -> Abbey Church of; S -> Saint
dedication,Advent,Advent,verbatim,4,Dove: TowerID 10510; Towers: TowerID 10510,Standard dedication
dedication,Annunciation BVM,Annunciation of the Blessed Virgin Mary,abbreviation_expansion,4,Dove: Chislehurst; Dove: Covenham St Mary,Prefix expanded: ^Annunciation BVM\b -> Annunciation of the Blessed Virgin Mary
dedication,Assumption of SMV,Assumption of SMV,verbatim,4,Dove: Hinckley; Dove: Stowe,Standard dedication
dedication,Bellflowering,Bellflowering,verbatim,4,Dove: Stoke Orchard; Towers: Stoke Orchard,Standard dedication
dedication,Cath Ch of BVM,Cathedral Church of the Blessed Virgin Mary,abbreviation_expansion,4,Dove: Lincoln; Dove: Southwell,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of; Qualifier expanded: \bBVM\b -> the Blessed Virgin Mary
dedication,Cath Ch of S Mary V,Cathedral Church of Saint Mary the Virgin,abbreviation_expansion,4,Dove: Blackburn; Dove: Glasgow,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of; Qualifier expanded: \bS Mary V\b -> Saint Mary the Virgin
dedication,Cath Ch of S Saviour,Cathedral Church of Saint Saviour,abbreviation_expansion,4,Dove: Goulburn; Dove: Southwark,Prefix expanded: ^Cath Ch of\b -> Cathedral Church of; S -> Saint
dedication,Cathedral Church of St Paul,Cathedral Church of Saint Paul,abbreviation_expansion,4,MP: Wellington; MP: Bendigo,St -> Saint
dedication,Channel Islands' Ringing Centre,Channel Islands' Ringing Centre,verbatim,4,Dove: St Anne; Towers: St Anne,Standard dedication
dedication,Chapel of Ease,Chapel of Ease,verbatim,4,Dove: Bredon's Norton; Towers: Bredon's Norton,Standard dedication
dedication,Clock Tower,Clock Tower,verbatim,4,Dove: Aubourn; Dove: Morpeth,Standard dedication
dedication,Collegiate Ch of S Peter,Collegiate Church of Saint Peter,abbreviation_expansion,4,Dove: Westminster; Dove: Wolverhampton,Prefix expanded: ^Collegiate Ch of\b -> Collegiate Church of; S -> Saint
dedication,Holy Ghost,Holy Ghost,verbatim,4,Dove: Crowcombe; Towers: Crowcombe,Standard dedication
dedication,Holy Redeemer,Holy Redeemer,verbatim,4,Towers: Acomb; Towers: Clerkenwell,Standard dedication
dedication,Magdalen College,Magdalen College,verbatim,4,Dove: Oxford; Towers: Oxford,Standard dedication
dedication,Minster Ch of All Saints,Minster Church of All Saints,abbreviation_expansion,4,Dove: Dewsbury; Dove: Rotherham,Prefix expanded: ^Minster Ch of\b -> Minster Church of
dedication,Minster Ch of S John Bapt,Minster Church of Saint John the Baptist,abbreviation_expansion,4,Dove: Croydon; Dove: Halifax,Prefix expanded: ^Minster Ch of\b -> Minster Church of; Qualifier expanded: \bS John Bapt\b -> Saint John the Baptist
dedication,Minster Ch of S Mary,Minster Church of Saint Mary,abbreviation_expansion,4,Dove: Cheltenham; Dove: Swansea,Prefix expanded: ^Minster Ch of\b -> Minster Church of; S -> Saint
dedication,Minster Ch of S Mary V,Minster Church of Saint Mary the Virgin,abbreviation_expansion,4,Dove: North Petherton; Dove: Reading,Prefix expanded: ^Minster Ch of\b -> Minster Church of; Qualifier expanded: \bS Mary V\b -> Saint Mary the Virgin
dedication,New Town Church,New Town Church,verbatim,4,Dove: Edinburgh; Towers: Edinburgh,Standard dedication
dedication,Our Lady & S Nicholas,Our Lady and Saint Nicholas,abbreviation_expansion,4,Dove: Liverpool; Dove: Wanlip,S -> Saint
dedication,Our Lady Help of Christians,Our Lady Help of Christians,verbatim,4,Dove: Palmerston; Dove: Rosemeadow,Standard dedication
dedication,S Alban the Martyr,Saint Alban the Martyr,abbreviation_expansion,4,Towers: Cheam; Towers: Holborn,S -> Saint
dedication,S Augustine of Hippo,Saint Augustine of Hippo,abbreviation_expansion,4,Dove: Clutton; Towers: Clutton,S -> Saint
dedication,S Catherine of Alexandria,Saint Catherine of Alexandria,abbreviation_expansion,4,Dove: Montacute; Towers: Flempton,S -> Saint
dedication,S Cosmas & S Damian,Saint Cosmas and Saint Damian,abbreviation_expansion,4,Dove: Keymer; Towers: Challock,S -> Saint
dedication,S Cyr,Saint Cyr,abbreviation_expansion,4,Dove: Stinchcombe; Dove: Stonehouse,S -> Saint
dedication,S Cyriac,Saint Cyriac,abbreviation_expansion,4,Dove: Lacock; Dove: South Pool,S -> Saint
dedication,S Deiniol,Saint Deiniol,abbreviation_expansion,4,Dove: Hawarden; Dove: Worthenbury,S -> Saint
dedication,S Dingad,Saint Dingad,abbreviation_expansion,4,Dove: Dingestow; Dove: Llandovery,S -> Saint
dedication,S Elisabeth,Saint Elisabeth,abbreviation_expansion,4,Dove: Carlisle; Dove: Reddish,S -> Saint
dedication,S Elli,Saint Elli,abbreviation_expansion,4,Dove: Llanelli; Dove: Llanelly,S -> Saint
dedication,S Firmin,Saint Firmin,abbreviation_expansion,4,Dove: North Crawley; Dove: Thurlby,S -> Saint
dedication,S George & S Mary,Saint George and Saint Mary,abbreviation_expansion,4,Dove: Church Gresley; Dove: Cockington,S -> Saint
dedication,S Germanus,Saint Germanus,abbreviation_expansion,4,Dove: St Germans; Towers: Faulkbourne,S -> Saint
dedication,S Hilary,Saint Hilary,abbreviation_expansion,4,Dove: St Hilary; Towers: Picton,S -> Saint
dedication,S Hilary of Poitiers,Saint Hilary of Poitiers,abbreviation_expansion,4,Dove: St Hilary; Dove: Wallasey,S -> Saint
dedication,S Hippolytus,Saint Hippolytus,abbreviation_expansion,4,Dove: Ryme Intrinseca; Dove: St Ippolyts,S -> Saint
dedication,S James the Greater,Saint James the Greater,abbreviation_expansion,4,Towers: Lealholm; Towers: Leicester,S -> Saint
dedication,S Joseph,Saint Joseph,abbreviation_expansion,4,Dove: Ansdell; Towers: Ansdell,S -> Saint
dedication,S Just,Saint Just,abbreviation_expansion,4,Dove: St Just in Penwith; Towers: Gorran Haven,S -> Saint
dedication,S Mark Ev,Saint Mark the Evangelist,abbreviation_expansion,4,Dove: St Helier; Towers: Foxt,Qualifier expanded: \bS Mark Ev\b -> Saint Mark the Evangelist
dedication,S Mary & S Bartholomew,Saint Mary and Saint Bartholomew,abbreviation_expansion,4,Dove: Cranborne; Dove: Hampton in Arden,S -> Saint; Spelling standardized: Bartholomew -> Bartholomew
dedication,S Mary & S Giles,Saint Mary and Saint Giles,abbreviation_expansion,4,Dove: Buckerell; Dove: Stony Stratford,S -> Saint
dedication,S Mary & S Laurence,Saint Mary and Saint Lawrence,abbreviation_expansion,4,Dove: Bolsover; Dove: Cauldon,S -> Saint; Spelling standardized: Laurence -> Lawrence
dedication,S Mary V & S John Bapt,Saint Mary the Virgin and Saint John the Baptist,abbreviation_expansion,4,Dove: Newtown; Dove: Rothley,Qualifier expanded: \bS Mary V\b -> Saint Mary the Virgin; Qualifier expanded: \bS John Bapt\b -> Saint John the Baptist
dedication,S Mawgan,Saint Mawgan,abbreviation_expansion,4,Dove: Mawgan in Meneage; Dove: St Mawgan in Pydar,S -> Saint
dedication,S Mungo,Saint Mungo,abbreviation_expansion,4,Towers: Bromfield; Towers: Caldbeck,S -> Saint
dedication,S Nonna,Saint Nonna,abbreviation_expansion,4,Dove: Altarnun; Dove: Bradstone,S -> Saint
dedication,S Oswald K&M,Saint Oswald King and Martyr,abbreviation_expansion,4,Dove: Guiseley; Dove: Oswestry,Qualifier expanded: \bK&M\b -> King and Martyr; S -> Saint
dedication,S Padarn,Saint Padarn,abbreviation_expansion,4,Dove: Llanbadarn Fawr; Dove: Llanbadarn Fawr,S -> Saint
dedication,S Paternus,Saint Paternus,abbreviation_expansion,4,Dove: North Petherwin; Dove: South Petherwin,S -> Saint
dedication,S Peter & All Saints,Saint Peter and All Saints,abbreviation_expansion,4,Dove: Battlesden; Dove: Harrold,S -> Saint
dedication,S Peter & S Mary Magd,Saint Peter and Saint Mary Magdalene,abbreviation_expansion,4,Dove: Barnstaple; Dove: Fordham,Qualifier expanded: \bS Mary Magd\b -> Saint Mary Magdalene; S -> Saint
dedication,S Quiricus & S Julietta,Saint Quiricus and Saint Julietta,abbreviation_expansion,4,Dove: St Veep; Dove: Tickenham,S -> Saint
dedication,S Symphorian,Saint Symphorian,abbreviation_expansion,4,Dove: Veryan; Towers: Durrington,S -> Saint
dedication,S Vigor,Saint Vigor,abbreviation_expansion,4,Dove: Fulbourn; Dove: Stratton on the Fosse,S -> Saint
dedication,S Wenna,Saint Wenna,abbreviation_expansion,4,Dove: Morval; Dove: St Wenn,S -> Saint
dedication,S Wilfred,Saint Wilfred,abbreviation_expansion,4,Dove: Honington; Dove: Ribchester,S -> Saint
dedication,Spurriergate Centre,Spurriergate Centre,verbatim,4,Dove: York; Towers: York,Standard dedication
dedication,St Andrew's,Saint Andrew's,abbreviation_expansion,4,MP: Potterhanworth; MP: Kirton-in-Lindsey,St -> Saint
dedication,St Andrews,Saint Andrews,abbreviation_expansion,4,Dove: TowerID 10840; Towers: TowerID 17787,St -> Saint
dedication,St Etheldreda,Saint Etheldreda,abbreviation_expansion,4,MP: West Quantoxhead; MP: Horley,St -> Saint
dedication,St Martin in the Fields,Saint Martin in the Fields,abbreviation_expansion,4,MP: Philadelphia; MP: Philadelphia,St -> Saint
dedication,St Martin of Tours,Saint Martin of Tours,abbreviation_expansion,4,MP: Elworthy; MP: St Martins,St -> Saint
dedication,St Martins,Saint Martins,abbreviation_expansion,4,Dove: TowerID 12760; Towers: TowerID 12760,St -> Saint
dedication,St Mary's Cathedral,Saint Mary's Cathedral,abbreviation_expansion,4,MP: Sydney; MP: Sydney,St -> Saint
dedication,St Michael Archangel,Saint Michael Archangel,abbreviation_expansion,4,MP: Aldershot; MP: Warfield,St -> Saint
dedication,St Olave,Saint Olave,abbreviation_expansion,4,MP: London; MP: Southwark,St -> Saint
dedication,St Peter ad Vincula,Saint Peter ad Vincula,abbreviation_expansion,4,MP: Stoke-on-Trent; MP: Combe Martin,St -> Saint
dedication,St Sepulchre without Newgate,Saint Sepulchre without Newgate,abbreviation_expansion,4,MP: London; MP: City of London,St -> Saint
